id,publish_up,title,category,zip,city,street,latitude,longitude,address,icon
106678,0000-00-00 00:00:00,Torstr. 89/ Gormanstr.,BR Iglus,10119,Torstr. 89/ Gormanstr.,,52.529674,13.405312,10119 Berlin Torstr. 89/ Gormanstr.,glass_container_enabled.png
106679,0000-00-00 00:00:00,Torstraße /  Tucholskystraße,BR Iglus,10115,Torstraße /  Tucholskystraße,,52.528236,13.392924,10115 Berlin Torstraße /  Tucholskystraße,glass_container_enabled.png
106680,0000-00-00 00:00:00,Fehrbeliner Straße / Kastanienallee / Weinbergsweg,BR Iglus,10119,Fehrbeliner Straße / Kastanienallee / Weinbergsweg,,52.532934,13.404566,10119 Berlin Fehrbeliner Straße / Kastanienallee / Weinbergsweg,glass_container_enabled.png
106681,0000-00-00 00:00:00,"Bachstr./ Altonaerstr., S-Bahnseite",BR Iglus,10555,"Bachstr./ Altonaerstr., S-Bahnseite",,52.518603,13.339992,"10555 Berlin Bachstr./ Altonaerstr., S-Bahnseite",glass_container_enabled.png
106682,0000-00-00 00:00:00,Beusselstr. 55/ Wittstocker Str.,BR Iglus,10553,Beusselstr. 55/ Wittstocker Str.,,52.530755,13.328423,10553 Berlin Beusselstr. 55/ Wittstocker Str.,glass_container_enabled.png
106683,0000-00-00 00:00:00,Birkenstr. 1/ Rathenower Str.,BR Iglus,10559,Birkenstr. 1/ Rathenower Str.,,52.529506,13.352375,10559 Berlin Birkenstr. 1/ Rathenower Str.,glass_container_enabled.png
106684,0000-00-00 00:00:00,"Birkenstr. 35-38, Bredowstr./ Bremer Str.",BR Iglus,10551,"Birkenstr. 35-38, Bredowstr./ Bremer Str.",,52.532929,13.338902,"10551 Berlin Birkenstr. 35-38, Bredowstr./ Bremer Str.",glass_container_enabled.png
106685,0000-00-00 00:00:00,Bundesratufer/ Dortmunder Str. 1,BR Iglus,10555,Bundesratufer/ Dortmunder Str. 1,,52.521136,13.338679,10555 Berlin Bundesratufer/ Dortmunder Str. 1,glass_container_enabled.png
106686,0000-00-00 00:00:00,Flensburger Str. 4 (S-Bhf. Bellevue)/ Claudiusstr.,BR Iglus,10557,Flensburger Str. 4 (S-Bhf. Bellevue)/ Claudiusstr.,,52.520291,13.346054,10557 Berlin Flensburger Str. 4 (S-Bhf. Bellevue)/ Claudiusstr.,glass_container_enabled.png
106687,0000-00-00 00:00:00,Helgoländer Ufer 3-4/ ggü. Calvinstr. 3,BR Iglus,10557,Helgoländer Ufer 3-4/ ggü. Calvinstr. 3,,52.520335,13.350657,10557 Berlin Helgoländer Ufer 3-4/ ggü. Calvinstr. 3,glass_container_enabled.png
106688,0000-00-00 00:00:00,Huttenstr. 41 ggü. Ufenaustr.,BR Iglus,10553,Huttenstr. 41 ggü. Ufenaustr.,,52.528738,13.316957,10553 Berlin Huttenstr. 41 ggü. Ufenaustr.,glass_container_enabled.png
106689,0000-00-00 00:00:00,Invalidenstr./ Alt Moabit,BR Iglus,10557,Invalidenstr./ Alt Moabit,,52.523488,13.360215,10557 Berlin Invalidenstr./ Alt Moabit,glass_container_enabled.png
